month,day,sunrise_raw,sunset_raw,daylength,daylength_difference,astronomical_twilight_start,astronomical_twilight_end,nautical_twilight_start,nautical_twilight_end,civil_twilight_start,civil_twilight_end,solar_noon_time,solar_noon_mil.mi
3,31,7:13 am ↑ (85°),7:36 pm ↑ (275°),12:23:39,+1:30,5:56 AM,8:54 PM,6:23 AM,8:27 PM,6:50 AM,8:00 PM,1:24 pm (68.5°),92.863
4,1,7:12 am ↑ (85°),7:37 pm ↑ (276°),12:25:09,+1:30,5:54 AM,8:54 PM,6:22 AM,8:27 PM,6:49 AM,8:00 PM,1:24 pm (68.9°),92.89
4,2,7:11 am ↑ (84°),7:37 pm ↑ (276°),12:26:39,+1:30,5:53 AM,8:55 PM,6:21 AM,8:28 PM,6:48 AM,8:01 PM,1:24 pm (69.2°),92.917
4,3,7:10 am ↑ (84°),7:38 pm ↑ (277°),12:28:10,+1:30,5:52 AM,8:56 PM,6:19 AM,8:28 PM,6:47 AM,8:01 PM,1:24 pm (69.6°),92.944
4,4,7:09 am ↑ (83°),7:38 pm ↑ (277°),12:29:39,+1:29,5:51 AM,8:56 PM,6:18 AM,8:29 PM,6:45 AM,8:02 PM,1:23 pm (70.0°),92.971
4,5,7:08 am ↑ (83°),7:39 pm ↑ (277°),12:31:09,+1:29,5:50 AM,8:57 PM,6:17 AM,8:29 PM,6:44 AM,8:02 PM,1:23 pm (70.4°),92.997
4,6,7:07 am ↑ (82°),7:39 pm ↑ (278°),12:32:38,+1:29,5:49 AM,8:57 PM,6:16 AM,8:30 PM,6:43 AM,8:02 PM,1:23 pm (70.8°),93.024
4,7,7:06 am ↑ (82°),7:40 pm ↑ (278°),12:34:08,+1:29,5:47 AM,8:58 PM,6:15 AM,8:30 PM,6:42 AM,8:03 PM,1:22 pm (71.1°),93.05
4,8,7:05 am ↑ (82°),7:40 pm ↑ (279°),12:35:36,+1:28,5:46 AM,8:59 PM,6:14 AM,8:31 PM,6:41 AM,8:03 PM,1:22 pm (71.5°),93.077
4,9,7:04 am ↑ (81°),7:41 pm ↑ (279°),12:37:05,+1:28,5:45 AM,8:59 PM,6:13 AM,8:31 PM,6:40 AM,8:04 PM,1:22 pm (71.9°),93.103
4,10,7:03 am ↑ (81°),7:41 pm ↑ (279°),12:38:33,+1:28,5:44 AM,9:00 PM,6:12 AM,8:32 PM,6:39 AM,8:04 PM,1:22 pm (72.3°),93.129
4,11,7:02 am ↑ (80°),7:42 pm ↑ (280°),12:40:01,+1:27,5:43 AM,9:00 PM,6:11 AM,8:32 PM,6:38 AM,8:05 PM,1:21 pm (72.6°),93.155
4,12,7:01 am ↑ (80°),7:42 pm ↑ (280°),12:41:29,+1:27,5:42 AM,9:01 PM,6:10 AM,8:33 PM,6:37 AM,8:05 PM,1:21 pm (73.0°),93.18
4,13,7:00 am ↑ (80°),7:43 pm ↑ (281°),12:42:56,+1:27,5:41 AM,9:02 PM,6:09 AM,8:34 PM,6:36 AM,8:06 PM,1:21 pm (73.4°),93.206
4,14,6:59 am ↑ (79°),7:43 pm ↑ (281°),12:44:23,+1:26,5:39 AM,9:02 PM,6:08 AM,8:34 PM,6:35 AM,8:06 PM,1:21 pm (73.7°),93.232
4,15,6:58 am ↑ (79°),7:43 pm ↑ (281°),12:45:49,+1:26,5:38 AM,9:03 PM,6:06 AM,8:35 PM,6:34 AM,8:07 PM,1:20 pm (74.1°),93.257
4,16,6:57 am ↑ (78°),7:44 pm ↑ (282°),12:47:15,+1:25,5:37 AM,9:04 PM,6:05 AM,8:35 PM,6:33 AM,8:08 PM,1:20 pm (74.4°),93.283
4,17,6:56 am ↑ (78°),7:44 pm ↑ (282°),12:48:41,+1:25,5:36 AM,9:04 PM,6:04 AM,8:36 PM,6:32 AM,8:08 PM,1:20 pm (74.8°),93.309
4,18,6:55 am ↑ (78°),7:45 pm ↑ (283°),12:50:06,+1:25,5:35 AM,9:05 PM,6:03 AM,8:36 PM,6:31 AM,8:09 PM,1:20 pm (75.1°),93.334
4,19,6:54 am ↑ (77°),7:45 pm ↑ (283°),12:51:31,+1:24,5:34 AM,9:06 PM,6:02 AM,8:37 PM,6:30 AM,8:09 PM,1:19 pm (75.5°),93.36
4,20,6:53 am ↑ (77°),7:46 pm ↑ (283°),12:52:55,+1:24,5:33 AM,9:06 PM,6:01 AM,8:38 PM,6:29 AM,8:10 PM,1:19 pm (75.8°),93.386
4,21,6:52 am ↑ (76°),7:46 pm ↑ (284°),12:54:18,+1:23,5:32 AM,9:07 PM,6:00 AM,8:38 PM,6:28 AM,8:10 PM,1:19 pm (76.2°),93.411
4,22,6:51 am ↑ (76°),7:47 pm ↑ (284°),12:55:41,+1:23,5:31 AM,9:08 PM,5:59 AM,8:39 PM,6:27 AM,8:11 PM,1:19 pm (76.5°),93.437
4,23,6:50 am ↑ (76°),7:47 pm ↑ (285°),12:57:04,+1:22,5:30 AM,9:08 PM,5:58 AM,8:39 PM,6:26 AM,8:11 PM,1:19 pm (76.8°),93.463
4,24,6:49 am ↑ (75°),7:48 pm ↑ (285°),12:58:26,+1:21,5:28 AM,9:09 PM,5:57 AM,8:40 PM,6:26 AM,8:12 PM,1:18 pm (77.2°),93.488
4,25,6:49 am ↑ (75°),7:48 pm ↑ (285°),12:59:47,+1:21,5:27 AM,9:10 PM,5:56 AM,8:41 PM,6:25 AM,8:12 PM,1:18 pm (77.5°),93.514
4,26,6:48 am ↑ (75°),7:49 pm ↑ (286°),13:01:08,+1:20,5:26 AM,9:10 PM,5:55 AM,8:41 PM,6:24 AM,8:13 PM,1:18 pm (77.8°),93.539
4,27,6:47 am ↑ (74°),7:49 pm ↑ (286°),13:02:28,+1:20,5:25 AM,9:11 PM,5:54 AM,8:42 PM,6:23 AM,8:13 PM,1:18 pm (78.1°),93.564
4,28,6:46 am ↑ (74°),7:50 pm ↑ (286°),13:03:47,+1:19,5:24 AM,9:12 PM,5:54 AM,8:42 PM,6:22 AM,8:14 PM,1:18 pm (78.4°),93.589
4,29,6:45 am ↑ (74°),7:50 pm ↑ (287°),13:05:06,+1:18,5:23 AM,9:13 PM,5:53 AM,8:43 PM,6:21 AM,8:15 PM,1:18 pm (78.8°),93.614
4,30,6:44 am ↑ (73°),7:51 pm ↑ (287°),13:06:24,+1:17,5:22 AM,9:13 PM,5:52 AM,8:44 PM,6:20 AM,8:15 PM,1:17 pm (79.1°),93.638
5,1,6:44 am ↑ (73°),7:51 pm ↑ (287°),13:07:41,+1:17,5:21 AM,9:14 PM,5:51 AM,8:44 PM,6:20 AM,8:16 PM,1:17 pm (79.4°),93.662
5,2,6:43 am ↑ (72°),7:52 pm ↑ (288°),13:08:57,+1:16,5:20 AM,9:15 PM,5:50 AM,8:45 PM,6:19 AM,8:16 PM,1:17 pm (79.7°),93.686
5,3,6:42 am ↑ (72°),7:52 pm ↑ (288°),13:10:13,+1:15,5:19 AM,9:15 PM,5:49 AM,8:46 PM,6:18 AM,8:17 PM,1:17 pm (80.0°),93.71
5,4,6:42 am ↑ (72°),7:53 pm ↑ (288°),13:11:28,+1:14,5:19 AM,9:16 PM,5:48 AM,8:46 PM,6:17 AM,8:17 PM,1:17 pm (80.3°),93.733
5,5,6:41 am ↑ (71°),7:54 pm ↑ (289°),13:12:42,+1:13,5:18 AM,9:17 PM,5:47 AM,8:47 PM,6:16 AM,8:18 PM,1:17 pm (80.5°),93.756
5,6,6:40 am ↑ (71°),7:54 pm ↑ (289°),13:13:54,+1:12,5:17 AM,9:18 PM,5:47 AM,8:48 PM,6:16 AM,8:19 PM,1:17 pm (80.8°),93.778
5,7,6:39 am ↑ (71°),7:55 pm ↑ (289°),13:15:06,+1:11,5:16 AM,9:18 PM,5:46 AM,8:48 PM,6:15 AM,8:19 PM,1:17 pm (81.1°),93.8
5,8,6:39 am ↑ (71°),7:55 pm ↑ (290°),13:16:17,+1:11,5:15 AM,9:19 PM,5:45 AM,8:49 PM,6:14 AM,8:20 PM,1:17 pm (81.4°),93.822
5,9,6:38 am ↑ (70°),7:56 pm ↑ (290°),13:17:28,+1:10,5:14 AM,9:20 PM,5:44 AM,8:50 PM,6:14 AM,8:20 PM,1:17 pm (81.6°),93.843
5,10,6:38 am ↑ (70°),7:56 pm ↑ (290°),13:18:37,+1:09,5:13 AM,9:21 PM,5:44 AM,8:50 PM,6:13 AM,8:21 PM,1:17 pm (81.9°),93.864
5,11,6:37 am ↑ (70°),7:57 pm ↑ (291°),13:19:45,+1:07,5:12 AM,9:21 PM,5:43 AM,8:51 PM,6:12 AM,8:21 PM,1:17 pm (82.2°),93.885
5,12,6:36 am ↑ (69°),7:57 pm ↑ (291°),13:20:51,+1:06,5:12 AM,9:22 PM,5:42 AM,8:52 PM,6:12 AM,8:22 PM,1:17 pm (82.4°),93.905
5,13,6:36 am ↑ (69°),7:58 pm ↑ (291°),13:21:57,+1:05,5:11 AM,9:23 PM,5:41 AM,8:52 PM,6:11 AM,8:23 PM,1:17 pm (82.7°),93.926
5,14,6:35 am ↑ (69°),7:58 pm ↑ (291°),13:23:02,+1:04,5:10 AM,9:24 PM,5:41 AM,8:53 PM,6:10 AM,8:23 PM,1:17 pm (82.9°),93.946
5,15,6:35 am ↑ (69°),7:59 pm ↑ (292°),13:24:05,+1:03,5:09 AM,9:24 PM,5:40 AM,8:54 PM,6:10 AM,8:24 PM,1:17 pm (83.1°),93.965
5,16,6:34 am ↑ (68°),7:59 pm ↑ (292°),13:25:07,+1:02,5:09 AM,9:25 PM,5:40 AM,8:54 PM,6:09 AM,8:24 PM,1:17 pm (83.4°),93.985
5,17,6:34 am ↑ (68°),8:00 pm ↑ (292°),13:26:08,+1:00,5:08 AM,9:26 PM,5:39 AM,8:55 PM,6:09 AM,8:25 PM,1:17 pm (83.6°),94.004
5,18,6:33 am ↑ (68°),8:00 pm ↑ (292°),13:27:08,+0:59,5:07 AM,9:27 PM,5:38 AM,8:55 PM,6:08 AM,8:26 PM,1:17 pm (83.8°),94.023
5,19,6:33 am ↑ (68°),8:01 pm ↑ (293°),13:28:06,+0:58,5:07 AM,9:27 PM,5:38 AM,8:56 PM,6:08 AM,8:26 PM,1:17 pm (84.0°),94.042
5,20,6:32 am ↑ (67°),8:01 pm ↑ (293°),13:29:03,+0:57,5:06 AM,9:28 PM,5:37 AM,8:57 PM,6:07 AM,8:27 PM,1:17 pm (84.2°),94.061
5,21,6:32 am ↑ (67°),8:02 pm ↑ (293°),13:29:59,+0:55,5:05 AM,9:29 PM,5:37 AM,8:57 PM,6:07 AM,8:27 PM,1:17 pm (84.5°),94.08
5,22,6:32 am ↑ (67°),8:03 pm ↑ (293°),13:30:53,+0:54,5:05 AM,9:30 PM,5:36 AM,8:58 PM,6:06 AM,8:28 PM,1:17 pm (84.7°),94.098
5,23,6:31 am ↑ (67°),8:03 pm ↑ (294°),13:31:46,+0:52,5:04 AM,9:30 PM,5:36 AM,8:59 PM,6:06 AM,8:28 PM,1:17 pm (84.8°),94.116
5,24,6:31 am ↑ (66°),8:04 pm ↑ (294°),13:32:37,+0:51,5:04 AM,9:31 PM,5:35 AM,8:59 PM,6:06 AM,8:29 PM,1:17 pm (85.0°),94.134
5,25,6:31 am ↑ (66°),8:04 pm ↑ (294°),13:33:27,+0:49,5:03 AM,9:32 PM,5:35 AM,9:00 PM,6:05 AM,8:29 PM,1:17 pm (85.2°),94.152
5,26,6:30 am ↑ (66°),8:05 pm ↑ (294°),13:34:16,+0:48,5:03 AM,9:32 PM,5:34 AM,9:01 PM,6:05 AM,8:30 PM,1:17 pm (85.4°),94.169
5,27,6:30 am ↑ (66°),8:05 pm ↑ (294°),13:35:03,+0:46,5:02 AM,9:33 PM,5:34 AM,9:01 PM,6:05 AM,8:31 PM,1:17 pm (85.6°),94.186
5,28,6:30 am ↑ (66°),8:06 pm ↑ (294°),13:35:48,+0:45,5:02 AM,9:34 PM,5:34 AM,9:02 PM,6:04 AM,8:31 PM,1:18 pm (85.7°),94.203
5,29,6:30 am ↑ (65°),8:06 pm ↑ (295°),13:36:32,+0:43,5:01 AM,9:34 PM,5:33 AM,9:02 PM,6:04 AM,8:32 PM,1:18 pm (85.9°),94.219
5,30,6:29 am ↑ (65°),8:07 pm ↑ (295°),13:37:14,+0:42,5:01 AM,9:35 PM,5:33 AM,9:03 PM,6:04 AM,8:32 PM,1:18 pm (86.0°),94.234
5,31,6:29 am ↑ (65°),8:07 pm ↑ (295°),13:37:54,+0:40,5:01 AM,9:36 PM,5:33 AM,9:03 PM,6:03 AM,8:33 PM,1:18 pm (86.2°),94.25
6,1,6:29 am ↑ (65°),8:07 pm ↑ (295°),13:38:33,+0:38,5:00 AM,9:36 PM,5:33 AM,9:04 PM,6:03 AM,8:33 PM,1:18 pm (86.3°),94.264
6,2,6:29 am ↑ (65°),8:08 pm ↑ (295°),13:39:10,+0:36,5:00 AM,9:37 PM,5:32 AM,9:05 PM,6:03 AM,8:34 PM,1:18 pm (86.4°),94.279
6,3,6:29 am ↑ (65°),8:08 pm ↑ (295°),13:39:45,+0:35,5:00 AM,9:37 PM,5:32 AM,9:05 PM,6:03 AM,8:34 PM,1:18 pm (86.6°),94.292
6,4,6:29 am ↑ (64°),8:09 pm ↑ (296°),13:40:18,+0:33,4:59 AM,9:38 PM,5:32 AM,9:06 PM,6:03 AM,8:35 PM,1:19 pm (86.7°),94.306
6,5,6:28 am ↑ (64°),8:09 pm ↑ (296°),13:40:50,+0:31,4:59 AM,9:39 PM,5:32 AM,9:06 PM,6:03 AM,8:35 PM,1:19 pm (86.8°),94.318
6,6,6:28 am ↑ (64°),8:10 pm ↑ (296°),13:41:20,+0:29,4:59 AM,9:39 PM,5:32 AM,9:07 PM,6:03 AM,8:36 PM,1:19 pm (86.9°),94.33
6,7,6:28 am ↑ (64°),8:10 pm ↑ (296°),13:41:48,+0:27,4:59 AM,9:40 PM,5:31 AM,9:07 PM,6:02 AM,8:36 PM,1:19 pm (87.0°),94.342
6,8,6:28 am ↑ (64°),8:11 pm ↑ (296°),13:42:14,+0:26,4:59 AM,9:40 PM,5:31 AM,9:08 PM,6:02 AM,8:36 PM,1:19 pm (87.1°),94.353
6,9,6:28 am ↑ (64°),8:11 pm ↑ (296°),13:42:38,+0:24,4:59 AM,9:41 PM,5:31 AM,9:08 PM,6:02 AM,8:37 PM,1:20 pm (87.2°),94.364
6,10,6:28 am ↑ (64°),8:11 pm ↑ (296°),13:43:00,+0:22,4:59 AM,9:41 PM,5:31 AM,9:08 PM,6:02 AM,8:37 PM,1:20 pm (87.3°),94.374
6,11,6:28 am ↑ (64°),8:12 pm ↑ (296°),13:43:21,+0:20,4:58 AM,9:42 PM,5:31 AM,9:09 PM,6:02 AM,8:38 PM,1:20 pm (87.3°),94.384
6,12,6:28 am ↑ (64°),8:12 pm ↑ (296°),13:43:39,+0:18,4:58 AM,9:42 PM,5:31 AM,9:09 PM,6:02 AM,8:38 PM,1:20 pm (87.4°),94.394
6,13,6:28 am ↑ (64°),8:12 pm ↑ (296°),13:43:56,+0:16,4:58 AM,9:42 PM,5:31 AM,9:10 PM,6:02 AM,8:38 PM,1:20 pm (87.4°),94.403
6,14,6:29 am ↑ (64°),8:13 pm ↑ (296°),13:44:11,+0:14,4:58 AM,9:43 PM,5:31 AM,9:10 PM,6:03 AM,8:39 PM,1:21 pm (87.5°),94.412
6,15,6:29 am ↑ (63°),8:13 pm ↑ (297°),13:44:23,+0:12,4:58 AM,9:43 PM,5:31 AM,9:10 PM,6:03 AM,8:39 PM,1:21 pm (87.5°),94.421
6,16,6:29 am ↑ (63°),8:13 pm ↑ (297°),13:44:34,+0:10,4:59 AM,9:44 PM,5:31 AM,9:11 PM,6:03 AM,8:39 PM,1:21 pm (87.6°),94.429
6,17,6:29 am ↑ (63°),8:14 pm ↑ (297°),13:44:43,+0:08,4:59 AM,9:44 PM,5:32 AM,9:11 PM,6:03 AM,8:40 PM,1:21 pm (87.6°),94.437
6,18,6:29 am ↑ (63°),8:14 pm ↑ (297°),13:44:49,+0:06,4:59 AM,9:44 PM,5:32 AM,9:11 PM,6:03 AM,8:40 PM,1:21 pm (87.6°),94.445
6,19,6:29 am ↑ (63°),8:14 pm ↑ (297°),13:44:54,+0:04,4:59 AM,9:44 PM,5:32 AM,9:11 PM,6:03 AM,8:40 PM,1:22 pm (87.6°),94.452
6,20,6:29 am ↑ (63°),8:14 pm ↑ (297°),13:44:57,+0:02,4:59 AM,9:45 PM,5:32 AM,9:12 PM,6:03 AM,8:40 PM,1:22 pm (87.7°),94.459
6,21,6:30 am ↑ (63°),8:15 pm ↑ (297°),13:44:58,< 1s,4:59 AM,9:45 PM,5:32 AM,9:12 PM,6:04 AM,8:41 PM,1:22 pm (87.7°),94.466
6,22,6:30 am ↑ (63°),8:15 pm ↑ (297°),13:44:57,−0:01,4:59 AM,9:45 PM,5:32 AM,9:12 PM,6:04 AM,8:41 PM,1:22 pm (87.7°),94.472
6,23,6:30 am ↑ (63°),8:15 pm ↑ (297°),13:44:54,−0:03,5:00 AM,9:45 PM,5:33 AM,9:12 PM,6:04 AM,8:41 PM,1:22 pm (87.6°),94.478
6,24,6:30 am ↑ (63°),8:15 pm ↑ (297°),13:44:49,−0:05,5:00 AM,9:45 PM,5:33 AM,9:12 PM,6:04 AM,8:41 PM,1:23 pm (87.6°),94.484
6,25,6:31 am ↑ (63°),8:15 pm ↑ (297°),13:44:42,−0:07,5:00 AM,9:45 PM,5:33 AM,9:13 PM,6:05 AM,8:41 PM,1:23 pm (87.6°),94.489
6,26,6:31 am ↑ (63°),8:15 pm ↑ (297°),13:44:32,−0:09,5:01 AM,9:46 PM,5:34 AM,9:13 PM,6:05 AM,8:41 PM,1:23 pm (87.6°),94.494
6,27,6:31 am ↑ (63°),8:16 pm ↑ (297°),13:44:21,−0:11,5:01 AM,9:46 PM,5:34 AM,9:13 PM,6:05 AM,8:42 PM,1:23 pm (87.5°),94.498
6,28,6:31 am ↑ (64°),8:16 pm ↑ (296°),13:44:08,−0:12,5:01 AM,9:46 PM,5:34 AM,9:13 PM,6:05 AM,8:42 PM,1:24 pm (87.5°),94.502
6,29,6:32 am ↑ (64°),8:16 pm ↑ (296°),13:43:54,−0:14,5:02 AM,9:46 PM,5:35 AM,9:13 PM,6:06 AM,8:42 PM,1:24 pm (87.4°),94.505
6,30,6:32 am ↑ (64°),8:16 pm ↑ (296°),13:43:37,−0:16,5:02 AM,9:46 PM,5:35 AM,9:13 PM,6:06 AM,8:42 PM,1:24 pm (87.4°),94.508
7,1,6:32 am ↑ (64°),8:16 pm ↑ (296°),13:43:18,−0:18,5:03 AM,9:46 PM,5:35 AM,9:13 PM,6:06 AM,8:42 PM,1:24 pm (87.3°),94.51
7,2,6:33 am ↑ (64°),8:16 pm ↑ (296°),13:42:57,−0:20,5:03 AM,9:46 PM,5:36 AM,9:13 PM,6:07 AM,8:42 PM,1:24 pm (87.2°),94.512
7,3,6:33 am ↑ (64°),8:16 pm ↑ (296°),13:42:35,−0:22,5:03 AM,9:45 PM,5:36 AM,9:13 PM,6:07 AM,8:42 PM,1:25 pm (87.2°),94.513
7,4,6:34 am ↑ (64°),8:16 pm ↑ (296°),13:42:10,−0:24,5:04 AM,9:45 PM,5:37 AM,9:13 PM,6:08 AM,8:42 PM,1:25 pm (87.1°),94.513
7,5,6:34 am ↑ (64°),8:16 pm ↑ (296°),13:41:44,−0:26,5:04 AM,9:45 PM,5:37 AM,9:13 PM,6:08 AM,8:42 PM,1:25 pm (87.0°),94.513
7,6,6:34 am ↑ (64°),8:16 pm ↑ (296°),13:41:16,−0:28,5:05 AM,9:45 PM,5:37 AM,9:12 PM,6:09 AM,8:41 PM,1:25 pm (86.9°),94.512
7,7,6:35 am ↑ (64°),8:16 pm ↑ (296°),13:40:46,−0:29,5:05 AM,9:45 PM,5:38 AM,9:12 PM,6:09 AM,8:41 PM,1:25 pm (86.8°),94.511
7,8,6:35 am ↑ (64°),8:15 pm ↑ (295°),13:40:14,−0:31,5:06 AM,9:44 PM,5:38 AM,9:12 PM,6:09 AM,8:41 PM,1:25 pm (86.7°),94.509
7,9,6:36 am ↑ (65°),8:15 pm ↑ (295°),13:39:41,−0:33,5:07 AM,9:44 PM,5:39 AM,9:12 PM,6:10 AM,8:41 PM,1:26 pm (86.6°),94.507
7,10,6:36 am ↑ (65°),8:15 pm ↑ (295°),13:39:06,−0:35,5:07 AM,9:44 PM,5:39 AM,9:12 PM,6:10 AM,8:41 PM,1:26 pm (86.4°),94.504
7,11,6:36 am ↑ (65°),8:15 pm ↑ (295°),13:38:29,−0:36,5:08 AM,9:44 PM,5:40 AM,9:11 PM,6:11 AM,8:41 PM,1:26 pm (86.3°),94.501
7,12,6:37 am ↑ (65°),8:15 pm ↑ (295°),13:37:50,−0:38,5:08 AM,9:43 PM,5:41 AM,9:11 PM,6:11 AM,8:40 PM,1:26 pm (86.2°),94.498
7,13,6:37 am ↑ (65°),8:15 pm ↑ (295°),13:37:10,−0:40,5:09 AM,9:43 PM,5:41 AM,9:11 PM,6:12 AM,8:40 PM,1:26 pm (86.0°),94.494
7,14,6:38 am ↑ (65°),8:14 pm ↑ (295°),13:36:28,−0:41,5:10 AM,9:42 PM,5:42 AM,9:10 PM,6:12 AM,8:40 PM,1:26 pm (85.9°),94.49
7,15,6:38 am ↑ (66°),8:14 pm ↑ (294°),13:35:44,−0:43,5:10 AM,9:42 PM,5:42 AM,9:10 PM,6:13 AM,8:40 PM,1:26 pm (85.7°),94.485
7,16,6:39 am ↑ (66°),8:14 pm ↑ (294°),13:34:59,−0:45,5:11 AM,9:42 PM,5:43 AM,9:10 PM,6:13 AM,8:39 PM,1:26 pm (85.5°),94.481
7,17,6:39 am ↑ (66°),8:13 pm ↑ (294°),13:34:13,−0:46,5:11 AM,9:41 PM,5:43 AM,9:09 PM,6:14 AM,8:39 PM,1:26 pm (85.4°),94.476
7,18,6:40 am ↑ (66°),8:13 pm ↑ (294°),13:33:24,−0:48,5:12 AM,9:41 PM,5:44 AM,9:09 PM,6:14 AM,8:39 PM,1:27 pm (85.2°),94.47
7,19,6:40 am ↑ (66°),8:13 pm ↑ (294°),13:32:35,−0:49,5:13 AM,9:40 PM,5:44 AM,9:08 PM,6:15 AM,8:38 PM,1:27 pm (85.0°),94.464
7,20,6:41 am ↑ (66°),8:12 pm ↑ (293°),13:31:44,−0:51,5:13 AM,9:39 PM,5:45 AM,9:08 PM,6:15 AM,8:38 PM,1:27 pm (84.8°),94.458
7,21,6:41 am ↑ (67°),8:12 pm ↑ (293°),13:30:51,−0:52,5:14 AM,9:39 PM,5:46 AM,9:07 PM,6:16 AM,8:37 PM,1:27 pm (84.7°),94.452
7,22,6:42 am ↑ (67°),8:12 pm ↑ (293°),13:29:57,−0:53,5:15 AM,9:38 PM,5:46 AM,9:07 PM,6:16 AM,8:37 PM,1:27 pm (84.5°),94.445
7,23,6:42 am ↑ (67°),8:11 pm ↑ (293°),13:29:02,−0:55,5:15 AM,9:38 PM,5:47 AM,9:06 PM,6:17 AM,8:36 PM,1:27 pm (84.3°),94.438
7,24,6:43 am ↑ (67°),8:11 pm ↑ (292°),13:28:05,−0:56,5:16 AM,9:37 PM,5:47 AM,9:06 PM,6:17 AM,8:36 PM,1:27 pm (84.0°),94.43
7,25,6:43 am ↑ (68°),8:10 pm ↑ (292°),13:27:08,−0:57,5:17 AM,9:36 PM,5:48 AM,9:05 PM,6:18 AM,8:35 PM,1:27 pm (83.8°),94.422
7,26,6:44 am ↑ (68°),8:10 pm ↑ (292°),13:26:08,−0:59,5:18 AM,9:36 PM,5:49 AM,9:05 PM,6:19 AM,8:35 PM,1:27 pm (83.6°),94.414
7,27,6:44 am ↑ (68°),8:09 pm ↑ (292°),13:25:08,−1:00,5:18 AM,9:35 PM,5:49 AM,9:04 PM,6:19 AM,8:34 PM,1:27 pm (83.4°),94.405
7,28,6:45 am ↑ (68°),8:09 pm ↑ (291°),13:24:06,−1:01,5:19 AM,9:34 PM,5:50 AM,9:03 PM,6:20 AM,8:34 PM,1:27 pm (83.2°),94.396
7,29,6:45 am ↑ (69°),8:08 pm ↑ (291°),13:23:03,−1:02,5:20 AM,9:33 PM,5:50 AM,9:03 PM,6:20 AM,8:33 PM,1:27 pm (82.9°),94.386
7,30,6:46 am ↑ (69°),8:08 pm ↑ (291°),13:21:59,−1:03,5:20 AM,9:33 PM,5:51 AM,9:02 PM,6:21 AM,8:32 PM,1:27 pm (82.7°),94.376
7,31,6:46 am ↑ (69°),8:07 pm ↑ (291°),13:20:54,−1:05,5:21 AM,9:32 PM,5:52 AM,9:01 PM,6:21 AM,8:32 PM,1:27 pm (82.4°),94.365
